No.,Reference,Study ID,Date,Year,Mean - Experiment,Mean - Control,SE - Experiment,SE - Control,Log RR Effect Size,SE Log RR Effect Size,Location,Years,Replication,Type of Response,Experiment Type,Natural,Type of Treatment,Treat Score,Exclosure?,E ,% Change in #,Prey origin,Prey type(s),Pred. origin,Predator type,Prey Gen Time,Pred Max Range,Mult Pred,Predator Diversity,Prey Diversity,Harvested?,Near K?,Prey Mass,Pred Mass,Predator-prey Ratio,Spatial Scale (km2),Temporal Scale (months),Sample Size - Experiment Plots,Sample Size - Control Plots,Sample Size - experimental years,Sample size - control years,K,Other Notes
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,1,0.756539903,0.871970226,NA,NA,-0.142,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,2,0.956953957,1.242344102,NA,NA,-0.261,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,3,1.128060741,0.936599047,NA,NA,0.186,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,4,0.975309912,1.008032086,NA,NA,-0.033,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,5,1.09089668,0.688320986,NA,NA,0.4605,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,6,0.711770323,0.800114849,NA,NA,-0.117,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,1,0.55,0.64,0.059,0.039,-0.151549898,0.168210227,"Southeastern Idaho, USA",1997-2004,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,2,0.545,0.625,0.052,0.044,-0.136965855,0.165812844,"Southeastern Idaho, USA",1997-2005,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,3,0.51,0.535,0.043,0.0335,-0.047856021,0.146930548,"Southeastern Idaho, USA",1997-2006,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,4,0.635,0.635,0.0535,0.0375,0,0.143307087,"Southeastern Idaho, USA",1997-2007,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,5,0.52,0.56,0.0445,0.031,-0.074107972,0.140934066,"Southeastern Idaho, USA",1997-2008,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
1,Hurley et al. 2011. Wildl. Monogr.,1,1997,6,0.515,0.55,0.062,0.0395,-0.065751378,0.192206531,"Southeastern Idaho, USA",1997-2009,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal",3,Open,High,49.5,native,mule deer,native,coyote,90,100,0,4,3,Yes,No,96.4,13.8,0.143153527,1789,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,1,1.068226717,0.871970226,NA,NA,0.203,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,2,1.174097773,1.242344102,NA,NA,-0.0565,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,3,1.022755034,0.936599047,NA,NA,0.088,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,4,0.971902294,1.008032086,NA,NA,-0.0365,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,5,1.085998673,0.688320986,NA,NA,0.456,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,6,0.922193691,0.800114849,NA,NA,0.142,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,1,0.5,0.64,0.088,0.039,-0.246860078,0.2369375,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,2,0.59,0.625,0.055,0.044,-0.057629113,0.163620339,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,3,0.625,0.535,0.052,0.0335,0.155484903,0.145816822,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,4,0.63,0.635,0.0415,0.0375,-0.00790518,0.124928134,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,5,0.655,0.56,0.0375,0.031,0.156698452,0.112609051,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
2,Hurley et al. 2011. Wildl. Monogr.,1,1997,6,0.37,0.55,0.034,0.0395,-0.396415273,0.163710074,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,harvest,1,Open,High,47,native,mule deer,native,mountain lion,90,1000,0,4,3,Yes,No,96.4,64.4,0.668049793,986,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,1,0.941764534,0.871970226,NA,NA,0.077,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,CS = 1yr
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,2,1.393752849,1.242344102,NA,NA,0.115,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,3,1.077884151,0.936599047,NA,NA,0.1405,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,4,1.33442435,1.008032086,NA,NA,0.2805,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,5,0.715695845,0.688320986,NA,NA,0.039,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,6,0.843664817,0.800114849,NA,NA,0.053,NA,"Southeastern Idaho, USA",1997-2003,r,growth rate,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,1,0.9445,0.932,0.026,0.0355,0.013322872,0.065617921,"Southeastern Idaho, USA",1997-2003,r,adult survival,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,5,5,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,2,1,0.918,0,0.0375,0.085557888,0.040849673,"Southeastern Idaho, USA",1997-2003,r,adult survival,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,5,5,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,3,0.9395,0.965,0.032,0.0265,-0.026780282,0.06152181,"Southeastern Idaho, USA",1997-2003,r,adult survival,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,5,5,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,4,0.9295,0.965,0.0315,0.0215,-0.037481294,0.05616898,"Southeastern Idaho, USA",1997-2003,r,adult survival,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,5,5,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,5,0.848,0.8785,0.047,0.047,-0.035335272,0.108924813,"Southeastern Idaho, USA",1997-2003,r,adult survival,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,5,5,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,1,0.4905,0.5335,0.1145,0.163,-0.084033792,0.538964792,"Southeastern Idaho, USA",1997-2003,r,calf survival,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,5,5,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,2,0.706,0.5095,0.0835,0.1015,0.326185385,0.317486871,"Southeastern Idaho, USA",1997-2003,r,calf survival,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,5,5,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,3,0.5095,0.3895,0.09,0.101,0.268565987,0.435950572,"Southeastern Idaho, USA",1997-2003,r,calf survival,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,5,5,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,4,0.663,0.6595,0.0845,0.0845,0.005293018,0.25557835,"Southeastern Idaho, USA",1997-2003,r,calf survival,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,5,5,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,5,0.412,0.397,0.0675,0.0885,0.037087069,0.386756866,"Southeastern Idaho, USA",1997-2003,r,calf survival,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,5,5,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,1,0.675,0.64,0.0545,0.039,0.053244515,0.141678241,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,2,0.545,0.625,0.065,0.044,-0.136965855,0.189666055,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,3,0.645,0.535,0.0585,0.0335,0.18698357,0.153314497,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,4,0.755,0.635,0.042,0.0375,0.17309275,0.114684257,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,5,0.665,0.56,0.0355,0.031,0.171850257,0.108740602,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
3,Hurley et al. 2011. Wildl. Monogr.,1,1997,6,0.52,0.55,0.031,0.0395,-0.056089467,0.131433566,"Southeastern Idaho, USA",1997-2003,r,calf-cow ratios,SEC,No,"aerial shooting, trapping, ground shooting, pup removal, harvest",3,Open,High,48.25,native,mule deer,native,"coyote, moutain lion",90,1000,1,4,3,Yes,No,96.4,39.1,0.40560166,1281,72,2,2,6,6,4819,
4,"White, Zager, & Gratson. 2010. J. Wildl. Manag.",2,1997,1,0.33,0.26,0.14,0.14,0.238411023,0.962703963,"Northcentral Idaho, USA",1997-2004,u,90 day neonate survival,SEC,No,harvest,1,Open,High,NA,native,elk,native,"black bear, mountain lion",170,1000,1,5,5,Yes,No,279,117.2,0.420071685,699,72,1,1,3,5,10350.5,
4,"White, Zager, & Gratson. 2010. J. Wildl. Manag.",2,1997,2,0.5,0.57,0.14,0.19,-0.131028262,0.613333333,"Northcentral Idaho, USA",1997-2005,u,90 day neonate survival,SEC,No,harvest,1,Open,High,NA,native,elk,native,"black bear, mountain lion",170,1000,1,5,5,Yes,No,279,117.2,0.420071685,699,72,1,1,3,5,10350.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,1,0.86,0.92,0.168367347,0.156632653,-0.067441281,0.366028869,"Westcentral Alberta, Canada",2005-2012,u,growth rate,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,2,0.97,0.77,0.17244898,0.140816327,0.230905557,0.360660799,"Westcentral Alberta, Canada",2005-2012,u,growth rate,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,3,0.98,0.89,0.176530612,0.140816327,0.096331109,0.338353869,"Westcentral Alberta, Canada",2005-2012,u,growth rate,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,4,1.04,0.94,0.18877551,0.140816327,0.101096117,0.331319516,"Westcentral Alberta, Canada",2005-2012,u,growth rate,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,5,1.1,0.87,0.208673469,0.126530612,0.234572247,0.335140639,"Westcentral Alberta, Canada",2005-2012,u,growth rate,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,6,0.97,0.92,0.212755102,0.126530612,0.052922401,0.356868431,"Westcentral Alberta, Canada",2005-2012,u,growth rate,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,7,1.04,0.75,0.225,0.105612245,0.326902786,0.35716248,"Westcentral Alberta, Canada",2005-2012,u,growth rate,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,1,0.82,0.84,0.105,0.08,-0.024097552,0.223286876,"Westcentral Alberta, Canada",2005-2012,u,adult survival,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,2,0.88,0.75,0.069,0.104,0.159848701,0.217075758,"Westcentral Alberta, Canada",2005-2012,u,adult survival,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,3,0.91,0.83,0.064,0.102,0.092018899,0.193221237,"Westcentral Alberta, Canada",2005-2012,u,adult survival,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,4,0.95,0.84,0.048,0.079,0.123060093,0.144573935,"Westcentral Alberta, Canada",2005-2012,u,adult survival,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,5,0.96,0.79,0.04,0.095,0.194900339,0.161919831,"Westcentral Alberta, Canada",2005-2012,u,adult survival,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,6,0.88,0.84,0.063,0.081,0.046520016,0.168019481,"Westcentral Alberta, Canada",2005-2012,u,adult survival,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,7,0.96,0.69,0.037,0.119,0.330241687,0.211005435,"Westcentral Alberta, Canada",2005-2012,u,adult survival,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,1,0.1,0.19,0.088,0.039,-0.641853886,1.085263158,"Westcentral Alberta, Canada",2005-2012,u,calf-cow ratios,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,2,0.2,0.07,0.052,0.019,1.049822124,0.531428571,"Westcentral Alberta, Canada",2005-2012,u,calf-cow ratios,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,3,0.17,0.14,0.035,0.036,0.194156014,0.46302521,"Westcentral Alberta, Canada",2005-2012,u,calf-cow ratios,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,4,0.19,0.23,0.04,0.042,-0.191055237,0.393135011,"Westcentral Alberta, Canada",2005-2012,u,calf-cow ratios,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,5,0.29,0.2,0.039,0.03,0.371563556,0.284482759,"Westcentral Alberta, Canada",2005-2012,u,calf-cow ratios,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,6,0.21,0.2,0.034,0.02,0.048790164,0.261904762,"Westcentral Alberta, Canada",2005-2012,u,calf-cow ratios,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
5,Hervieux et al. 2014. Can. J. Zool.,3,2005,7,0.16,0.18,0.029,0.025,-0.117783036,0.320138889,"Westcentral Alberta, Canada",2005-2012,u,calf-cow ratios,BACI,No,"aerial shooting, toxicants",4,Open,High,45,native,caribou,native,wolf,89,6200,0,7,7,No,No,170,52,0.305882353,10380,96,1,1,8,8,5201.5,
6,Brown & Conover. 2011. J. Wildl. Manag.,4,2007,1,4.418333333,2.561666667,0.854251701,0.524914966,0.545104463,0.398254023,"Southwest Wyoming-Northeast Utah, USA",2007-2008,r,density,BACI,No,"aerial shooting, trapping, ground shooting",3,Open,High,NA,native,pronghorn,native,coyote,55,100,0,3,3,Yes,NA,50,13.8,0.276,1035,11,5,5,1,1,2173,
7,Brown & Conover. 2011. J. Wildl. Manag.,4,2007,1,3.66,5.015,0.733673469,0.954081633,-0.314970274,0.390702822,"Southwest Wyoming-Northeast Utah, USA",2007-2008,r,density,BACI,No,"aerial shooting, trapping, ground shooting",3,Open,High,NA,native,mule deer,native,coyote,90,100,0,3,3,Yes,NA,96.4,13.8,0.143153527,1035,11,5,5,1,1,2173,
6,Brown & Conover. 2011. J. Wildl. Manag.,4,2007,1,0.371,0.289,0.057,0.132,0.249775374,0.610386219,"Southwest Wyoming-Northeast Utah, USA",2007-2008,r,calf-cow ratios,BACI,No,"aerial shooting, trapping, ground shooting",3,Open,High,NA,native,pronghorn,native,coyote,55,100,0,3,3,Yes,NA,50,13.8,0.276,1035,11,5,5,1,1,2173,
7,Brown & Conover. 2011. J. Wildl. Manag.,4,2007,1,0.56,0.619,0.066,0.013,-0.100168489,0.138858758,"Southwest Wyoming-Northeast Utah, USA",2007-2008,r,calf-cow ratios,BACI,No,"aerial shooting, trapping, ground shooting",3,Open,High,NA,native,mule deer,native,coyote,90,100,0,3,3,Yes,NA,96.4,13.8,0.143153527,1035,11,5,5,1,1,2173,
8,"Bartmann, White, & Carpenter. 1992. Wildl. Monogr.",5,1985,1,0.271,0.368,0.058,0.063,-0.305964117,0.385217792,"Northwest Colorado, USA",1985-1987,u,fawn survival,BA,No,"aerial shooting, trapping, ground shooting",3,Open,High,NA,native,mule deer,native,coyote,90,100,0,3,4,Yes,Yes,96.4,13.8,0.143153527,140,36,1,1,3,4,2768.5,
